ug.test,%+,MFI+,MFI-,rSD-,SI,SI-iso,S:N,Row,pop,spec,Filename,Well.ID,Plate.ID,Prep.Date,Stain.Date,Experiment.Type,Plate.Row,Plate.Column,Stability.Time.point,Gating.Control,Target.Species,Specificity..CD.,Specificity..non.CD.,Isotype.Host.Species,Host.Species,Isotype..Heavy.Chain.,Isotype..Light.Chain.,Clone,Fluorochrome,Parameter,Batch.Number,ug.test,units,Sample.Type,Sample.Species,Sample.Strain,Donor.ID,spec1_name,Positive...Negative_1,spec2_name,Positive...Negative_2,spec3_name,Positive...Negative_3,gating_method,gating_argument,Optimal.with.units,BV421.Stain.Index,Doublet.discrimination,Viability.Fluorochrome,Viability.Parameter,Costain.Fluorochrome,Costain.Parameter,CS.T.Beads.Lot..,Notes,Cytometer
60,2.9,7861,51,163,24,24,155,F,Lymph,Jul-40,Specimen_001_F3_F03_064.fcs,F3,FY21w5p8,3/18/2021,3/19/2021,S,F,3,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,2.4,11831,61,221,27,27,194,F,Lymph,Jul-40,Specimen_001_F4_F04_065.fcs,F4,FY21w5p8,3/18/2021,3/19/2021,S,F,4,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,3.1,11839,75,280,21,21,158,F,Lymph,Jul-40,Specimen_001_F5_F05_066.fcs,F5,FY21w5p8,3/18/2021,3/19/2021,S,F,5,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.7,14525,73,319,23,23,199,F,Lymph,Jul-40,Specimen_001_F6_F06_067.fcs,F6,FY21w5p8,3/18/2021,3/19/2021,S,F,6,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2,13703,61,364,19,19,224,F,Lymph,Jul-40,Specimen_001_F7_F07_068.fcs,F7,FY21w5p8,3/18/2021,3/19/2021,S,F,7,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.5,16864,82,629,13,13,206,F,Lymph,Jul-40,Specimen_001_F8_F08_069.fcs,F8,FY21w5p8,3/18/2021,3/19/2021,S,F,8,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,4181,7218,NA,NA,NA,A,Mono,90-100,Specimen_001_F2_F02_063.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,F,2,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,5355,7812,NA,NA,NA,A,Mono,90-100,Specimen_001_F3_F03_064.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,F,3,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,6239,9336,NA,NA,NA,A,Mono,90-100,Specimen_001_F4_F04_065.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,F,4,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,3890,8108,NA,NA,NA,A,Mono,90-100,Specimen_001_F5_F05_066.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,F,5,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,5787,9421,NA,NA,NA,A,Mono,90-100,Specimen_001_F6_F06_067.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,F,6,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,7091,10450,NA,NA,NA,A,Mono,90-100,Specimen_001_F7_F07_068.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,F,7,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,2465,7113,NA,NA,NA,A,Mono,90-100,Specimen_001_F8_F08_069.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,F,8,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,3806,5481,NA,NA,NA,F,Mono,90-100,Specimen_001_F2_F02_063.fcs,F2,FY21w5p8,3/18/2021,3/19/2021,S,F,2,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,1257,5052,NA,NA,NA,F,Mono,90-100,Specimen_001_F3_F03_064.fcs,F3,FY21w5p8,3/18/2021,3/19/2021,S,F,3,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,5820,7920,NA,NA,NA,F,Mono,90-100,Specimen_001_F4_F04_065.fcs,F4,FY21w5p8,3/18/2021,3/19/2021,S,F,4,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,7559,8958,NA,NA,NA,F,Mono,90-100,Specimen_001_F5_F05_066.fcs,F5,FY21w5p8,3/18/2021,3/19/2021,S,F,5,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,6488,7802,NA,NA,NA,F,Mono,90-100,Specimen_001_F6_F06_067.fcs,F6,FY21w5p8,3/18/2021,3/19/2021,S,F,6,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,941,5544,NA,NA,NA,F,Mono,90-100,Specimen_001_F7_F07_068.fcs,F7,FY21w5p8,3/18/2021,3/19/2021,S,F,7,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,6146,8342,NA,NA,NA,F,Mono,90-100,Specimen_001_F8_F08_069.fcs,F8,FY21w5p8,3/18/2021,3/19/2021,S,F,8,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0.052,62977,3261,2518,NA,NA,NA,A,Gran,80-100,Specimen_001_F2_F02_063.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,F,2,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0.021,48752,2634,2141,NA,NA,NA,A,Gran,80-100,Specimen_001_F3_F03_064.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,F,3,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0.09,38354,3100,2165,NA,NA,NA,A,Gran,80-100,Specimen_001_F4_F04_065.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,F,4,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0.16,54671,3431,2145,NA,NA,NA,A,Gran,80-100,Specimen_001_F5_F05_066.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,F,5,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.12,30070,2801,1884,NA,NA,NA,A,Gran,80-100,Specimen_001_F6_F06_067.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,F,6,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.18,55794,3492,2173,NA,NA,NA,A,Gran,80-100,Specimen_001_F7_F07_068.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,F,7,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0.2,42365,3190,2035,NA,NA,NA,A,Gran,80-100,Specimen_001_F8_F08_069.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,F,8,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0.011,39928,2858,2112,8.8,8.7,14,F,Gran,80-100,Specimen_001_F2_F02_063.fcs,F2,FY21w5p8,3/18/2021,3/19/2021,S,F,2,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0.032,45626,2332,1814,12,12,20,F,Gran,80-100,Specimen_001_F3_F03_064.fcs,F3,FY21w5p8,3/18/2021,3/19/2021,S,F,3,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0.083,60885,2695,1880,15,15,23,F,Gran,80-100,Specimen_001_F4_F04_065.fcs,F4,FY21w5p8,3/18/2021,3/19/2021,S,F,4,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0.025,43145,3089,1897,11,10,14,F,Gran,80-100,Specimen_001_F5_F05_066.fcs,F5,FY21w5p8,3/18/2021,3/19/2021,S,F,5,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.022,53851,2410,1577,16,16,22,F,Gran,80-100,Specimen_001_F6_F06_067.fcs,F6,FY21w5p8,3/18/2021,3/19/2021,S,F,6,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.022,60667,2904,1821,16,16,21,F,Gran,80-100,Specimen_001_F7_F07_068.fcs,F7,FY21w5p8,3/18/2021,3/19/2021,S,F,7,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0.022,38968,2835,1792,10,10,14,F,Gran,80-100,Specimen_001_F8_F08_069.fcs,F8,FY21w5p8,3/18/2021,3/19/2021,S,F,8,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.3,6123,46,137,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_G2_G02_075.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,G,2,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,3.4,7758,51,159,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_G3_G03_076.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,G,3,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,3.2,11142,68,215,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_G4_G04_077.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,G,4,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,3,11868,71,257,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_G5_G05_078.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,G,5,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.6,13596,77,318,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_G6_G06_079.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,G,6,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2.6,13962,77,373,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_G7_G07_080.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,G,7,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.7,17227,88,571,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_G8_G08_081.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,G,8,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.4,5671,44,139,20,20,129,G,Lymph,Jul-40,Specimen_001_G2_G02_075.fcs,G2,FY21w5p8,3/18/2021,3/19/2021,S,G,2,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,3.4,7600,51,161,23,23,150,G,Lymph,Jul-40,Specimen_001_G3_G03_076.fcs,G3,FY21w5p8,3/18/2021,3/19/2021,S,G,3,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,2.7,12128,62,216,28,28,196,G,Lymph,Jul-40,Specimen_001_G4_G04_077.fcs,G4,FY21w5p8,3/18/2021,3/19/2021,S,G,4,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,2.8,11547,69,260,22,22,168,G,Lymph,Jul-40,Specimen_001_G5_G05_078.fcs,G5,FY21w5p8,3/18/2021,3/19/2021,S,G,5,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.3,13860,77,337,20,20,179,G,Lymph,Jul-40,Specimen_001_G6_G06_079.fcs,G6,FY21w5p8,3/18/2021,3/19/2021,S,G,6,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2.4,13302,76,408,16,16,176,G,Lymph,Jul-40,Specimen_001_G7_G07_080.fcs,G7,FY21w5p8,3/18/2021,3/19/2021,S,G,7,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.6,16839,79,626,13,13,213,G,Lymph,Jul-40,Specimen_001_G8_G08_081.fcs,G8,FY21w5p8,3/18/2021,3/19/2021,S,G,8,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,4181,7218,NA,NA,NA,A,Mono,90-100,Specimen_001_G2_G02_075.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,G,2,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,5355,7812,NA,NA,NA,A,Mono,90-100,Specimen_001_G3_G03_076.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,G,3,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,6239,9336,NA,NA,NA,A,Mono,90-100,Specimen_001_G4_G04_077.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,G,4,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,3890,8108,NA,NA,NA,A,Mono,90-100,Specimen_001_G5_G05_078.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,G,5,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,5787,9421,NA,NA,NA,A,Mono,90-100,Specimen_001_G6_G06_079.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,G,6,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,7091,10450,NA,NA,NA,A,Mono,90-100,Specimen_001_G7_G07_080.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,G,7,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,2465,7113,NA,NA,NA,A,Mono,90-100,Specimen_001_G8_G08_081.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,G,8,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
